ID;Nombre_Aportante;Tipo_Aportante;Candidato;Tipo_Donatorio;ID_Eleccion;Territorio;ID_Partido;Partido;Tipo_Aporte;Fecha_de_Transferencia;Monto;Unnamed: 10;Unnamed: 11;Unnamed: 12
7832;PARTIDO SOCIALISTA DE CHILE;PARTIDO;JAIME NARANJO ORTIZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 18;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;25-10-17;$7.500.000;;;
7833;PARTIDO IGUALDAD;PARTIDO;ROSA CEJAS GONZALEZ;CANDIDATO;CONSEJEROS REGIONALES;IQUIQUE;IND;INDEPENDIENTES;PÚBLICO;20-10-17;$1.000.000;;;
7834;;PERSONA NATURAL;DENIS CORTES AGUILERA;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;25-10-17;$400.000;;;
7835;;PERSONA NATURAL;MIGUEL ANGEL PEZO MORALES;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;A;AMPLITUD;NO PÚBLICO;25-10-17;$20.000;;;
7836;;PERSONA NATURAL;JUAN CARLOS ABUSLEME ABUSLEME;CANDIDATO;CONSEJEROS REGIONALES;COLCHAGUA;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;24-10-17;$394.798;;;
7837;PARTIDO ECOLOGISTA VERDE;PARTIDO;RAQUEL REBOLLEDO FLORES;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;13-11-17;$500.000;;;
7838;JUAN HUMBERTO ORTIZ BOHLE;PERSONA NATURAL;JUAN HUMBERTO ORTIZ BOHLE;CANDIDATO;CONSEJEROS REGIONALES;LLANQUIHUE;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;19-10-17;$700.000;;;
7839;GLADYS ELVIRA SANDOVAL CAMPOS;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7840;RENOVACION NACIONAL;PARTIDO;MARCIA RAPHAEL MORA;CANDIDATO;CONSEJEROS REGIONALES;COYHAIQUE;RN;RENOVACION NACIONAL;PÚBLICO;19-10-17;$1.400.000;;;
7841;JOSE MIGUEL ORTIZ NOVOA;PERSONA NATURAL;JOSE MIGUEL ORTIZ NOVOA;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;23-10-17;$12.000.000;;;
7842;RENOVACION NACIONAL;PARTIDO;JACQUELINE PUEBLA URRUTIA;CANDIDATO;CONSEJEROS REGIONALES;RANCO;RN;RENOVACION NACIONAL;PÚBLICO;20-10-17;$1.400.000;;;
7843;;PERSONA NATURAL;MAURICIO JAVIER ABU-GHOSH PARHAM;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PCCH;PARTIDO COMUNISTA DE CHILE;NO PÚBLICO;25-10-17;$100.000;;;
7844;PARTIDO SOCIALISTA DE CHILE;PARTIDO;VLADIMIRO MIMICA CARCAMO;CANDIDATO;DIPUTADOS;DISTRITO Nº 28;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;23-10-17;$7.500.000;;;
7845;RENOVACION NACIONAL;PARTIDO;JORGE HEREME HASEN;CANDIDATO;CONSEJEROS REGIONALES;GENERAL CARRERA;RN;RENOVACION NACIONAL;PÚBLICO;19-10-17;$1.000.000;;;
7846;RENOVACION NACIONAL;PARTIDO;JORGE BALICH ROJEL;CANDIDATO;CONSEJEROS REGIONALES;MAGALLANES;RN;RENOVACION NACIONAL;PÚBLICO;23-10-17;$1.850.000;;;
7847;NURY SYLVANA REINOSO IBACACHE;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7848;LORENA CRISTINA CAYUN MANSILLA;PERSONA NATURAL;GABRIEL BORIC FONT;CANDIDATO;DIPUTADOS;DISTRITO Nº 28;PH;PARTIDO HUMANISTA;PÚBLICO;20-10-17;$5.000;;;
7849;JUAN BAUTISTA CUNEO SOLARI;PERSONA NATURAL;SEBASTIAN PIÑERA ECHEÑIQUE;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;23-10-17;$13.000.000;;;
7850;PATRICIO ENRIQUE ESCOBAR CARRERA;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7851;ANDREA INGRID MUÑOZ CARCAMO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$200.000;;;
7852;PARTIDO ECOLOGISTA VERDE;PARTIDO;PAULA OPAZO NOVA;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;24-10-17;$500.000;;;
7853;;PERSONA NATURAL;MARLENE GUZMAN KRAMER;CANDIDATO;DIPUTADOS;DISTRITO Nº 21;RN;RENOVACION NACIONAL;NO PÚBLICO;30-10-17;$50.000;;;
7854;;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;25-10-17;$500.000;;;
7855;PARTIDO IGUALDAD;PARTIDO;ENRIQUE EDIS JARA RIVERA;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;19-10-17;$1.000.000;;;
7856;RENOVACION NACIONAL;PARTIDO;GREGORIO MENDOZA CHURA;CANDIDATO;CONSEJEROS REGIONALES;PARINACOTA;RN;RENOVACION NACIONAL;PÚBLICO;19-10-17;$1.000.000;;;
7857;LAURA ANGELICA CAMPOS MUÑOZ;PERSONA NATURAL;LAURA ANGELICA CAMPOS MUÑOZ;CANDIDATO;CONSEJEROS REGIONALES;MAGALLANES;EVOPOLI;EVOLUCION POLITICA;PROPIO;19-10-17;$30.000;;;
7858;;PERSONA NATURAL;HECTOR LEONARDO AGUILERA MAYORGA;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;DRP;DEMOCRACIA REGIONAL PATAGONICA;NO PÚBLICO;23-10-17;$200.000;;;
7859;PARTIDO SOCIALISTA DE CHILE;PARTIDO;SOLEDAD TOHA VELOSO;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$6.500.000;;;
7860;ZANDRA TERESA FERNANDEZ LEDESMA;PERSONA NATURAL;ZANDRA ESTHER PARISI FERNANDEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;DRP;DEMOCRACIA REGIONAL PATAGONICA;PÚBLICO;30-10-17;$1.000.000;;;
7861;PARTIDO SOCIALISTA DE CHILE;PARTIDO;DANISA ASTUDILLO PEIRETTI;CANDIDATO;DIPUTADOS;DISTRITO Nº 2;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$7.500.000;;;
7862;RODRIGO ALEJANDRO CORNEJO INOSTROZA;PERSONA NATURAL;RODRIGO CORNEJO INOSTROZA;CANDIDATO;CONSEJEROS REGIONALES;TALAGANTE;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;19-10-17;$2.000.000;;;
7863;PARTIDO SOCIALISTA DE CHILE;PARTIDO;SERGIO ARIEL SALAZAR MEZA;CANDIDATO;DIPUTADOS;DISTRITO Nº 16;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;23-10-17;$5.000.000;;;
7864;RICARDO ANTONIO COFRE MEZA;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7865;;PERSONA NATURAL;KURT HORTA CACERES;CANDIDATO;DIPUTADOS;DISTRITO Nº 23;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;20-10-17;$526.398;;;
7866;RENOVACION NACIONAL;PARTIDO;DAVID ALVAREZ PERALTA;CANDIDATO;CONSEJEROS REGIONALES;COPIAPO;RN;RENOVACION NACIONAL;PÚBLICO;23-10-17;$1.850.000;;;
7867;SARA MARIA CAMPOS SALLATO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$60.000;;;
7868;JUAN BAUTISTA CUNEO SOLARI;PERSONA NATURAL;FRANCISCO CHAHUAN CHAHUAN;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;RN;RENOVACION NACIONAL;PÚBLICO;26-10-17;$1.000.000;;;
7869;ESTRELLA XIMENA ARANCIBIA ROMAN;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7870;PARTIDO SOCIALISTA DE CHILE;PARTIDO;ALEJANDRA SUAZO DURAN;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-10-17;$7.500.000;;;
7871;ANA KARINA SALINAS BRAVO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7872;RENOVACION NACIONAL;PARTIDO;JOSE LAGOS COSGROVE;CANDIDATO;CONSEJEROS REGIONALES;IQUIQUE;RN;RENOVACION NACIONAL;PÚBLICO;20-10-17;$1.850.000;;;
7873;;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;30-10-17;$1.000.000;;;
7874;SANDRA ADRIANA ESCALIER PARRA;PERSONA NATURAL;SANDRA ADRIANA ESCALIER PARRA;CANDIDATO;CONSEJEROS REGIONALES;ANTOFAGASTA;FRVS;FEDERACION REGIONALISTA VERDE SOCIAL;PROPIO;19-10-17;$250.000;;;
7875;CAROL CECILIA BOWN SEPULVEDA;PERSONA NATURAL;PABLO TERRAZAS LAGOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;25-10-17;$2.000.000;;;
7876;;PERSONA NATURAL;LUZ EBENSPERGER ORREGO;CANDIDATO;SENADORES;2ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;19-10-17;$500.000;;;
7877;MARCO ALBERTO GONZALEZ VALLEJOS;PERSONA NATURAL;MARCELA XIMENA HERNANDO PEREZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;24-10-17;$8.290.771;;;
7878;JORGE RICARDO JORQUERA SALAS;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7879;PARTIDO SOCIALISTA DE CHILE;PARTIDO;MORIN CONTRERAS CONCHA;CANDIDATO;DIPUTADOS;DISTRITO Nº 16;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$5.000.000;;;
7880;GONZALO FERNANDO MARTINO GONZALEZ;PERSONA NATURAL;FRANCISCO EGUIGUREN CORREA;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;RN;RENOVACION NACIONAL;PÚBLICO;24-10-17;$1.500.000;;;
7881;ALICIA ESTELA ROMO ROMAN;PERSONA NATURAL;FELIPE KAST SOMMERHOFF;CANDIDATO;SENADORES;11ª CIRCUNSCRIPCION;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;25-10-17;$3.000.000;;;
7882;;PERSONA NATURAL;MAURICIO JAVIER ABU-GHOSH PARHAM;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PCCH;PARTIDO COMUNISTA DE CHILE;NO PÚBLICO;19-10-17;$400.000;;;
7883;PARTIDO SOCIALISTA DE CHILE;PARTIDO;LUIS CAPRIOGLIO RABELLO;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-10-17;$7.500.000;;;
7884;RENOVACION NACIONAL;PARTIDO;SANDRA POSADA CUNI;CANDIDATO;CONSEJEROS REGIONALES;ARICA;RN;RENOVACION NACIONAL;PÚBLICO;25-10-17;$1.850.000;;;
7885;PARTIDO SOCIALISTA DE CHILE;PARTIDO;JORGE CESPEDES POZO;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$7.500.000;;;
7886;PARTIDO SOCIALISTA DE CHILE;PARTIDO;MARISOL MARTINEZ SANCHEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 27;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$5.000.000;;;
7887;JOSE MIGUEL ORTIZ NOVOA;PERSONA NATURAL;JOSE MIGUEL ORTIZ NOVOA;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;23-10-17;$3.000.000;;;
7888;;PERSONA NATURAL;PABLO HERDENER TRUAN;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 2;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;20-10-17;$390.000;;;
7889;PALOMA CONSTANZA FISHER RUIZ;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7890;;PERSONA NATURAL;ALVARO CARTER FERNANDEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;23-10-17;$100.000;;;
7891;;PERSONA NATURAL;PABLO ALEJANDRO HERRERA MONARDES;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;RD;REVOLUCION DEMOCRATICA;NO PÚBLICO;20-10-17;$200.000;;;
7892;RENOVACION NACIONAL;PARTIDO;SERGIO ARANCIBIA ROJAS;CANDIDATO;CONSEJEROS REGIONALES;EL LOA;RN;RENOVACION NACIONAL;PÚBLICO;24-10-17;$1.850.000;;;
7893;PALOMA CONSTANZA FISHER RUIZ;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7894;MARIA CECILIA JIMENEZ OYARZUN;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7895;PARTIDO SOCIALISTA DE CHILE;PARTIDO;JAIME FUENTEALBA MALDONADO;CANDIDATO;DIPUTADOS;DISTRITO Nº 13;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-10-17;$5.000.000;;;
7896;;PERSONA NATURAL;CARLOS ESCOBAR PAREDES;CANDIDATO;CONSEJEROS REGIONALES;CHACABUCO;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;20-10-17;$394.798;;;
7897;JULIO ENRIQUE MADRID FUENTES;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;19-10-17;$50.000;;;
7898;PARTIDO SOCIALISTA DE CHILE;PARTIDO;BORIS DURAN REYES;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-10-17;$7.500.000;;;
7899;KATALINA ISADORA JOFRE GUZMAN;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7900;PARTIDO SOCIALISTA DE CHILE;PARTIDO;RAMON ESPINOZA SANDOVAL;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$5.000.000;;;
7901;;PERSONA NATURAL;ALVARO CARTER FERNANDEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;23-10-17;$100.000;;;
7902;;PERSONA NATURAL;ALVARO CARTER FERNANDEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;23-10-17;$100.000;;;
7903;VICTOR HUGO MUNZENMAYER CHAVEZ;PERSONA NATURAL;VICTOR HUGO MUNZENMAYER CHAVEZ;CANDIDATO;CONSEJEROS REGIONALES;LLANQUIHUE;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;23-10-17;$750.000;;;
7904;AIDA MORELIA CASTRO CASTRO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7905;PARTIDO SOCIALISTA DE CHILE;PARTIDO;JUAN RUBEN SANTANA CASTILLO;CANDIDATO;DIPUTADOS;DISTRITO Nº 4;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$5.000.000;;;
7906;JAIME NORBERTO LEON CODOCEDO;PERSONA NATURAL;JAIME LEON CODOCEDO;CANDIDATO;CONSEJEROS REGIONALES;PETORCA;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;26-10-17;$500.000;;;
7907;FLORENCIA ISIDORA DEL FIERRO LUCIC;PERSONA NATURAL;PABLO VIDAL ROJAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;RD;REVOLUCION DEMOCRATICA;PÚBLICO;20-10-17;$40.000;;;
7908;PARTIDO IGUALDAD;PARTIDO;GABRIEL ESTEBAN BRAVO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 13;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;19-10-17;$800.000;;;
7909;;PERSONA NATURAL;JAIME ROBERTO ESPINOZA TOBAR;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;A;AMPLITUD;NO PÚBLICO;19-10-17;$62.000;;;
7910;PARTIDO SOCIALISTA DE CHILE;PARTIDO;YOVANNA FUENTES PINO;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;19-10-17;$5.000.000;;;
7911;MONICA DEL CARMEN LUNA GONZALEZ;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7912;;PERSONA NATURAL;ALVARO CARTER FERNANDEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;23-10-17;$120.000;;;
7913;;PERSONA NATURAL;PAULINA NUÑEZ URRUTIA;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;RN;RENOVACION NACIONAL;NO PÚBLICO;23-10-17;$500.000;;;
7914;CHRISTIAN ERWIN URIZAR MUÑOZ;PERSONA NATURAL;CHRISTIAN URIZAR MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;PS;PARTIDO SOCIALISTA DE CHILE;PROPIO;19-10-17;$10.000.000;;;
7915;PARTIDO ECOLOGISTA VERDE;PARTIDO;XIMENA LARENAS HENRIQUEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;24-10-17;$500.000;;;
7916;YAMILI GLORIA JAQUEIH NIETO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7917;RENOVACION NACIONAL;PARTIDO;ARIEL MUÑOZ MORALES;CANDIDATO;CONSEJEROS REGIONALES;VALDIVIA;RN;RENOVACION NACIONAL;PÚBLICO;19-10-17;$1.850.000;;;
7918;FERNANDO ADILIO LEAL ARAVENA;PERSONA NATURAL;FERNANDO ADILIO LEAL ARAVENA;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;;PAIS;PROPIO;19-10-17;$151.000;;;
7919;JORGE ANDRES MARTINEZ ARROYO;PERSONA NATURAL;ALVARO PILLADO IRRIBARRA;CANDIDATO;DIPUTADOS;DISTRITO Nº 13;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;19-10-17;$100.000;;;
7920;FLORENCIA ISIDORA DEL FIERRO LUCIC;PERSONA NATURAL;PABLO VIDAL ROJAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;RD;REVOLUCION DEMOCRATICA;PÚBLICO;20-10-17;$20.000;;;
7921;IGNACIO DEL FIERRO TORRES;PERSONA NATURAL;PABLO VIDAL ROJAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;RD;REVOLUCION DEMOCRATICA;PÚBLICO;20-10-17;$20.000;;;
7922;PABLO ALEJANDRO HERRERA MONARDES;PERSONA NATURAL;PABLO ALEJANDRO HERRERA MONARDES;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;RD;REVOLUCION DEMOCRATICA;PROPIO;19-10-17;$120.000;;;
7923;JUAN PABLO CASORZO LOBOS;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$35.000;;;
7924;JUAN CARLOS SOTO SANCHEZ;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7925;ANDREA MOLINA OLIVA;PERSONA NATURAL;ANDREA MOLINA OLIVA;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;19-10-17;$6.000.000;;;
7926;MARIA DE LOS ANGELES PAREDES VILLASECA;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$130.000;;;
7927;DEBORA FABIOLA SEPULVEDA ROJAS;PERSONA NATURAL;DEBORA SEPULVEDA ROJAS;CANDIDATO;CONSEJEROS REGIONALES;CHACABUCO;IND;INDEPENDIENTES;PROPIO;19-10-17;$1.000.000;;;
7928;PABLO ENRIQUE TERRAZAS LAGOS;PERSONA NATURAL;PABLO TERRAZAS LAGOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;23-10-17;$25.000.000;;;
7929;ALBERTO ANTONIO ESPINOZA SILVA;PERSONA NATURAL;LUZ EBENSPERGER ORREGO;CANDIDATO;SENADORES;2ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;24-10-17;$2.500.000;;;
7930;PEDRO TOMAS ALVARADO ROBIS;PERSONA NATURAL; SALVADOR CISTERNAS ESPINA;CANDIDATO;CONSEJEROS REGIONALES;VALPARAISO 1;IND;INDEPENDIENTES;PÚBLICO;19-10-17;$70.000;;;
7931;PARTIDO SOCIALISTA DE CHILE;PARTIDO;RAUL LEIVA CARVAJAL;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-10-17;$7.500.000;;;
7932;PARTIDO SOCIALISTA DE CHILE;PARTIDO;RICARDO BRAVO OLIVA;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;23-10-17;$7.500.000;;;
7933;BARBARA LORETO ROGEL ZAPATA;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7934;RENOVACION NACIONAL;PARTIDO;MOYRA ROJAS TAMBORINO;CANDIDATO;CONSEJEROS REGIONALES;IQUIQUE;RN;RENOVACION NACIONAL;PÚBLICO;19-10-17;$1.850.000;;;
7935;JUAN BAUTISTA CUNEO SOLARI;PERSONA NATURAL;JUAN ANTONIO COLOMA ALAMOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;23-10-17;$1.000.000;;;
7936;PARTIDO ECOLOGISTA VERDE;PARTIDO;VICENTE JAVIER GOMEZ SAN MARTIN;CANDIDATO;DIPUTADOS;DISTRITO Nº 24;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;24-10-17;$1.000.000;;;
7937;MARIA CRISTINA WORMULL CHIORRINI;PERSONA NATURAL;PABLO VIDAL ROJAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;RD;REVOLUCION DEMOCRATICA;PÚBLICO;20-10-17;$40.000;;;
7938;KATHERINE DANNAE SANTIS VERA;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$5.000;;;
7939;BENJAMIN DAVID CODERCH SOTO;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
7940;LUIS MANUEL FRANCISCO EGUIGUREN CORREA;PERSONA NATURAL;FRANCISCO EGUIGUREN CORREA;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;RN;RENOVACION NACIONAL;PÚBLICO;24-10-17;$3.000.000;;;
7941;SERGIO HERNAN AGUAYO ESPEJO;PERSONA NATURAL;JORGE CASTRO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;07-11-17;$1.000.000;;;
7942;CARLOS ANTONIO DIAZ DURAN;PERSONA NATURAL;JULIO ENRIQUE MADRID FUENTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;25-10-17;$50.000;;;
